Date,Subways: Total Estimated Ridership,Subways: % of Comparable Pre-Pandemic Day,Buses: Total Estimated Ridership,Buses: % of Comparable Pre-Pandemic Day,LIRR: Total Estimated Ridership,LIRR: % of Comparable Pre-Pandemic Day,Metro-North: Total Estimated Ridership,Metro-North: % of Comparable Pre-Pandemic Day,Access-A-Ride: Total Scheduled Trips,Access-A-Ride: % of Comparable Pre-Pandemic Day,Bridges and Tunnels: Total Traffic,Bridges and Tunnels: % of Comparable Pre-Pandemic Day,Staten Island Railway: Total Estimated Ridership,Staten Island Railway: % of Comparable Pre-Pandemic Day
05/23/2023,3929003,0.69,1500973,0.66,219619,0.69,214621,0.75,29538,1,953703,0.99,7928,0.46
05/24/2023,3960264,0.69,1499943,0.66,219886,0.69,208487,0.73,30495,1.04,983724,1.02,7667,0.44
05/25/2023,3859385,0.67,1459601,0.64,215946,0.68,201855,0.71,29311,1,1007341,1.05,7183,0.41
05/26/2023,3496511,0.61,1370252,0.6,207347,0.65,187188,0.65,27037,0.92,994185,1.03,5747,0.33
05/27/2023,2375741,0.74,848442,0.61,116439,0.98,120012,0.8,16731,0.97,925766,0.97,2913,0.6
05/28/2023,2029088,0.85,707787,0.73,102985,1.06,102009,0.98,17527,1.03,906089,1.06,2426,0.69
05/29/2023,1952779,0.82,758893,0.79,99456,1.02,86150,0.83,12121,0.41,836613,0.98,2520,0.72
05/30/2023,3714864,0.65,1438285,0.63,227623,0.71,205661,0.72,27645,0.94,959824,1,7398,0.43
05/31/2023,3911382,0.68,1480801,0.65,229227,0.72,211998,0.74,30078,1.02,971602,1.01,7691,0.44
06/01/2023,3894167,0.69,1457503,0.68,210483,0.63,191410,0.65,30088,1.03,1006107,1.02,7152,0.44
06/02/2023,3626490,0.65,1399462,0.65,202543,0.61,170399,0.58,29570,1.01,1011244,1.03,6470,0.4
06/03/2023,2411704,0.75,899212,0.64,115723,0.94,102668,0.65,18118,1.05,958346,0.97,1837,0.36
06/04/2023,1988330,0.76,714218,0.66,103120,1.05,88859,0.81,18429,1.02,931347,1.01,1573,0.4
06/05/2023,3544106,0.63,1432156,0.67,200806,0.6,183510,0.62,27920,0.95,938818,0.95,6892,0.43
06/06/2023,3929131,0.7,1474317,0.69,218376,0.66,213292,0.72,29999,1.02,945555,0.96,7795,0.48
06/07/2023,3743889,0.67,1390834,0.65,212982,0.64,202951,0.69,31147,1.06,941798,0.96,7334,0.45
06/08/2023,3268529,0.58,1216291,0.57,189487,0.57,176985,0.6,27689,0.95,932162,0.95,5503,0.34
06/09/2023,3425232,0.61,1256670,0.58,214001,0.64,185677,0.63,25845,0.88,1005974,1.02,5482,0.34
06/10/2023,2608756,0.81,892936,0.64,139304,1.13,117616,0.74,17996,1.04,991238,1.01,1978,0.39
06/11/2023,2075651,0.79,695200,0.64,106971,1.09,98115,0.9,17958,0.99,976811,1.06,1582,0.41
06/12/2023,3479404,0.62,1394575,0.65,202015,0.61,185343,0.63,27520,0.94,939370,0.96,6744,0.42
06/13/2023,3968160,0.71,1500122,0.7,233588,0.7,212364,0.72,30441,1.04,971010,0.99,7850,0.48
06/14/2023,3893073,0.69,1434687,0.67,235667,0.71,207746,0.7,30661,1.05,971437,0.99,7234,0.45
06/15/2023,3928393,0.7,1475300,0.69,228608,0.69,206188,0.7,31298,1.07,1028832,1.05,7390,0.46
06/16/2023,3395938,0.61,1300751,0.61,214883,0.65,177916,0.6,28693,0.98,1025514,1.04,5960,0.37
06/17/2023,2399521,0.74,872453,0.62,138654,1.13,111460,0.7,17967,1.04,1000053,1.02,2632,0.52
06/18/2023,1977582,0.76,707615,0.65,119996,1.22,95597,0.88,19384,1.07,971860,1.05,2029,0.52
06/19/2023,2636887,1.01,1075747,0.99,196645,2,168591,1.54,17494,0.6,964071,1.04,4094,1.05
06/20/2023,3782810,0.67,1434258,0.67,235806,0.71,224371,0.76,29482,1.01,979074,1,7540,0.47
06/21/2023,3902298,0.7,1430476,0.67,242162,0.73,221141,0.75,31019,1.06,999201,1.02,7551,0.47
06/22/2023,3782472,0.67,1367709,0.64,233588,0.7,208969,0.71,29220,1,1013372,1.03,6956,0.43
06/23/2023,3470575,0.62,1282954,0.6,222283,0.67,188373,0.64,28619,0.98,1022942,1.04,6167,0.38
06/24/2023,2467994,0.77,844674,0.6,128075,1.04,109218,0.69,16937,0.98,951605,0.97,2551,0.5
06/25/2023,2222704,0.85,689020,0.63,123527,1.25,113238,1.04,17103,0.95,948428,1.03,2248,0.58
06/26/2023,3341322,0.6,1314743,0.61,218393,0.66,185070,0.63,26823,0.92,962862,0.98,6516,0.4
06/27/2023,3744227,0.67,1391914,0.65,231738,0.7,209234,0.71,29246,1,969784,0.99,7633,0.47
06/28/2023,3634270,0.65,1305832,0.61,233457,0.7,207293,0.7,29092,0.99,988315,1.01,6762,0.42
06/29/2023,3653631,0.65,1307649,0.61,233625,0.7,200724,0.68,28876,0.99,1036568,1.05,6946,0.43
06/30/2023,3259767,0.58,1248822,0.58,219673,0.66,178064,0.6,28028,0.96,1043286,1.06,5817,0.36
07/01/2023,2239529,0.79,859295,0.64,120270,0.94,99597,0.64,17093,1.08,956890,1.03,2745,0.54
07/02/2023,1783757,0.76,668297,0.61,92780,0.89,74415,0.7,16717,1.01,832828,0.94,1988,0.56
07/03/2023,2662052,0.5,1117930,0.54,149641,0.47,128417,0.45,23795,0.84,860662,0.9,4718,0.34
07/04/2023,1791179,0.77,631937,0.58,96458,0.92,84010,0.79,13059,0.46,715453,0.81,2305,0.65
07/05/2023,3318379,0.63,1296583,0.63,211448,0.67,189434,0.67,28774,1.01,963342,1,6472,0.47
07/06/2023,3494806,0.66,1333630,0.64,209335,0.66,186822,0.66,29894,1.05,959636,1,6608,0.48
07/07/2023,3292266,0.62,1273900,0.61,197892,0.62,171597,0.61,28609,1.01,977009,1.02,5868,0.43
07/08/2023,2308794,0.82,867047,0.64,120931,0.95,107854,0.7,17879,1.13,949008,1.03,2695,0.53
07/09/2023,1776607,0.76,651953,0.59,95243,0.91,83783,0.79,16695,1.01,869686,0.98,1914,0.54
07/10/2023,3208730,0.61,1307297,0.63,196506,0.62,171497,0.61,27354,0.96,925569,0.96,6175,0.45
07/11/2023,3613670,0.68,1381701,0.67,221923,0.7,200151,0.71,30085,1.06,952112,0.99,7149,0.52
07/12/2023,3696737,0.7,1383484,0.67,218097,0.69,199169,0.7,31015,1.09,977898,1.02,6901,0.5
07/13/2023,3648007,0.69,1359302,0.66,218715,0.69,190952,0.67,29980,1.06,990761,1.03,6888,0.5
07/14/2023,3209393,0.61,1231624,0.59,198119,0.63,163840,0.58,28489,1,986748,1.03,5588,0.41
07/15/2023,2326054,0.82,889709,0.66,124007,0.97,107125,0.69,18043,1.14,983132,1.06,2409,0.47
07/16/2023,1599858,0.68,583645,0.53,89763,0.86,72406,0.68,16496,1,817659,0.92,1559,0.44
07/17/2023,3282092,0.62,1310810,0.63,205378,0.65,182216,0.64,27637,0.97,964710,1,6345,0.46
07/18/2023,3584819,0.68,1313665,0.63,225299,0.71,204203,0.72,29105,1.03,944208,0.98,6766,0.49
07/19/2023,3679343,0.7,1342781,0.65,224202,0.71,203857,0.72,30527,1.08,969944,1.01,6938,0.5
07/20/2023,3711017,0.7,1333607,0.64,224327,0.71,197400,0.7,29745,1.05,1004167,1.04,6858,0.5
07/21/2023,3227154,0.61,1211839,0.58,201177,0.64,176892,0.62,27485,0.97,1000836,1.04,5389,0.39
07/22/2023,2459990,0.87,894490,0.66,133328,1.04,93215,0.6,18283,1.15,1005606,1.09,2117,0.42
07/23/2023,1984503,0.85,723774,0.66,116485,1.11,94729,0.89,18021,1.09,988636,1.12,1511,0.42
07/24/2023,3255379,0.62,1302964,0.63,206025,0.65,180716,0.64,27222,0.96,948855,0.99,6175,0.45
07/25/2023,3630414,0.69,1307716,0.63,226651,0.72,211053,0.75,29285,1.03,939926,0.98,7050,0.51
07/26/2023,3758378,0.71,1382345,0.67,226363,0.71,210315,0.74,30501,1.08,977673,1.02,7298,0.53
07/27/2023,3580012,0.68,1313385,0.63,219460,0.69,187729,0.66,28692,1.01,973315,1.01,6788,0.49
07/28/2023,3266199,0.62,1246295,0.6,205845,0.65,170128,0.6,27522,0.97,1023958,1.07,5631,0.41
07/29/2023,2251524,0.8,856921,0.63,120457,0.94,100508,0.65,16747,1.05,957063,1.04,2314,0.45
07/30/2023,1952433,0.83,705279,0.64,116784,1.11,91861,0.87,17450,1.06,989071,1.12,2077,0.58
07/31/2023,3204920,0.61,1283835,0.62,205976,0.65,185348,0.65,26682,0.94,969712,1.01,6161,0.45
08/01/2023,3598379,0.7,1357252,0.67,221518,0.71,199547,0.73,29354,1.05,954649,0.98,7060,0.53
08/02/2023,3640307,0.71,1359233,0.67,219641,0.7,201003,0.74,30380,1.09,964978,0.99,6913,0.52
08/03/2023,3609076,0.7,1350472,0.67,220565,0.71,197044,0.72,30483,1.09,994978,1.02,6753,0.5
08/04/2023,3228510,0.63,1241122,0.61,193528,0.62,171534,0.63,28128,1.01,987994,1.02,5593,0.42
08/05/2023,2364364,0.8,879423,0.64,122596,0.92,114660,0.76,18835,1.13,969702,1.01,2838,0.6
08/06/2023,1910841,0.8,715130,0.65,107399,1.03,96010,0.92,18805,1.05,956499,1.04,2171,0.6
08/07/2023,3041001,0.59,1208443,0.6,191530,0.61,163799,0.6,27174,0.97,901342,0.93,5884,0.44
08/08/2023,3510047,0.68,1339073,0.66,218555,0.7,193867,0.71,29435,1.05,933802,0.96,7035,0.53
08/09/2023,3613062,0.7,1369095,0.68,224241,0.72,192028,0.7,30849,1.1,960119,0.99,6858,0.51
08/10/2023,3429304,0.67,1262073,0.63,208782,0.67,178768,0.66,29758,1.07,956875,0.98,6333,0.47
08/11/2023,3311714,0.64,1275618,0.63,206947,0.66,171116,0.63,29109,1.04,1018825,1.05,6119,0.46
08/12/2023,2366787,0.81,844749,0.61,131586,0.99,109269,0.72,18390,1.11,970527,1.01,2835,0.6
08/13/2023,1953558,0.82,690541,0.62,112932,1.09,93730,0.9,18071,1,965362,1.05,2196,0.61
08/14/2023,3092801,0.6,1246445,0.62,201352,0.64,168873,0.62,27185,0.97,939920,0.97,6051,0.45
08/15/2023,3385996,0.66,1273782,0.63,212116,0.68,187441,0.69,29122,1.04,924053,0.95,6680,0.5
08/16/2023,3447648,0.67,1300953,0.64,217398,0.7,190267,0.7,30763,1.1,956351,0.98,6652,0.5
08/17/2023,3385056,0.66,1275993,0.63,212321,0.68,180631,0.66,30045,1.08,975018,1,6360,0.48
08/18/2023,3182516,0.62,1208502,0.6,208639,0.67,174410,0.64,27468,0.98,999976,1.03,5361,0.4
08/19/2023,2358962,0.8,856814,0.62,144076,1.08,124069,0.82,19246,1.16,983353,1.03,2665,0.57
08/20/2023,1870625,0.79,689829,0.62,101351,0.97,94332,0.91,18004,1,958807,1.04,2065,0.58
08/21/2023,2971166,0.58,1199440,0.59,198534,0.63,170102,0.62,26325,0.94,929844,0.96,5857,0.44
08/22/2023,3352769,0.65,1263459,0.63,213724,0.68,194321,0.71,28913,1.04,928605,0.96,6463,0.48
08/23/2023,3412842,0.66,1272485,0.63,215258,0.69,192053,0.7,30187,1.08,954470,0.98,6566,0.49
08/24/2023,3297927,0.64,1201155,0.6,204439,0.65,176827,0.65,28689,1.03,958830,0.99,6191,0.46
08/25/2023,3034255,0.59,1143010,0.57,191119,0.61,153854,0.56,26511,0.95,953126,0.98,4891,0.37
08/26/2023,2281885,0.78,844428,0.61,122930,0.92,100195,0.66,18024,1.08,954892,1,2700,0.57
08/27/2023,1909806,0.8,702984,0.64,106913,1.03,85879,0.83,18022,1,943519,1.03,2088,0.58
08/28/2023,3121505,0.61,1240688,0.61,215843,0.69,170897,0.63,26613,0.95,932328,0.96,6179,0.46
08/29/2023,3401088,0.66,1284953,0.64,235092,0.75,189077,0.69,28250,1.01,930248,0.96,6677,0.5
08/30/2023,3462970,0.67,1267435,0.63,230912,0.74,180304,0.66,29450,1.05,959898,0.99,6639,0.5
08/31/2023,3450532,0.67,1315113,0.65,229477,0.73,176676,0.65,29312,1.05,1017088,1.05,6537,0.49
09/01/2023,3196284,0.55,1225370,0.53,202450,0.62,152974,0.53,28920,0.97,1025352,1.08,5372,0.31
09/02/2023,2307416,0.72,842591,0.6,132551,1.12,107230,0.7,18536,1.08,939962,0.98,2633,0.64
09/03/2023,2013506,0.79,692079,0.63,119566,1.21,90729,0.86,19598,1.14,939811,1.06,2185,0.75
09/04/2023,1879819,0.74,686326,0.62,114475,1.15,87539,0.83,12292,0.41,856049,0.97,2188,0.75
09/05/2023,3483755,0.6,1349438,0.58,239334,0.73,218899,0.76,29869,1.01,969997,1.02,6739,0.39
09/06/2023,3712071,0.64,1395521,0.6,238477,0.73,211126,0.73,32290,1.09,963978,1.01,6909,0.4
09/07/2023,3867746,0.67,1441437,0.62,226937,0.69,206910,0.72,31704,1.07,981360,1.03,7044,0.41
09/08/2023,3609701,0.63,1365283,0.59,225125,0.69,183785,0.64,30083,1.01,1015782,1.07,6257,0.37
09/09/2023,2425515,0.75,840378,0.6,125177,1.06,102373,0.67,17897,1.04,953082,1,2575,0.62
09/10/2023,1822230,0.72,626222,0.57,96835,0.98,81851,0.78,17916,1.04,870988,0.98,1623,0.55
09/11/2023,3596538,0.62,1400268,0.6,213280,0.65,191592,0.66,29057,0.98,911493,0.96,7182,0.42
09/12/2023,4014480,0.7,1519571,0.65,241196,0.74,221093,0.77,31779,1.07,955533,1,8031,0.47
09/13/2023,3938516,0.68,1482320,0.64,229765,0.7,210001,0.73,31900,1.07,936338,0.98,7787,0.46
09/14/2023,4045169,0.7,1517040,0.65,232039,0.71,206374,0.72,32717,1.1,989072,1.04,7847,0.46
09/15/2023,3694845,0.64,1398937,0.6,225904,0.69,192398,0.67,30957,1.04,1022344,1.07,6429,0.38
09/16/2023,2446139,0.76,881354,0.63,117997,1,115065,0.75,18923,1.1,972924,1.02,2864,0.69
09/17/2023,1988003,0.78,666392,0.6,107302,1.08,96229,0.92,18330,1.07,902993,1.02,2197,0.75
09/18/2023,3539047,0.61,1294777,0.56,215151,0.66,192103,0.67,28341,0.95,876621,0.92,7010,0.41
09/19/2023,4140301,0.72,1480863,0.64,241135,0.74,224426,0.78,31109,1.05,934708,0.98,8652,0.51
09/20/2023,4179861,0.72,1478618,0.64,242203,0.74,219540,0.76,32181,1.08,958671,1.01,8671,0.51
09/21/2023,4139288,0.72,1478606,0.64,232409,0.71,211375,0.73,31455,1.06,978561,1.03,8554,0.5
09/22/2023,3840412,0.67,1403811,0.6,223821,0.68,194197,0.67,30086,1.01,1020253,1.07,7175,0.42
09/23/2023,2116140,0.66,682092,0.49,96073,0.81,86985,0.57,15680,0.92,803480,0.84,2012,0.49
09/24/2023,1701656,0.67,562224,0.51,83669,0.84,75103,0.71,15255,0.89,742634,0.84,1863,0.64
09/25/2023,2885921,0.5,1035021,0.45,194611,0.59,175652,0.61,24609,0.83,812779,0.85,5320,0.31
09/26/2023,3946624,0.68,1393963,0.6,235620,0.72,214988,0.75,30558,1.03,909652,0.95,7655,0.45
09/27/2023,4074930,0.71,1463309,0.63,232823,0.71,212978,0.74,32758,1.1,943929,0.99,7877,0.46
09/28/2023,4051444,0.7,1433729,0.62,227819,0.7,201305,0.7,31804,1.07,965165,1.01,7587,0.44
09/29/2023,2467295,0.43,1053306,0.45,188008,0.57,128571,0.45,29054,0.98,826445,0.87,5183,0.3
09/30/2023,2205573,0.68,789587,0.56,104842,0.89,100703,0.66,16536,0.97,864863,0.91,1936,0.47
10/01/2023,1995361,0.81,669243,0.67,94222,1.03,92724,0.88,18586,1.01,898064,1.06,1984,0.53
10/02/2023,3649389,0.63,1390842,0.62,208901,0.66,183892,0.63,28672,0.96,931216,1,7289,0.41
10/03/2023,4008201,0.7,1471939,0.65,235305,0.75,214111,0.74,32295,1.08,937269,1.01,7953,0.45
10/04/2023,4026878,0.7,1467384,0.65,231999,0.74,209399,0.72,33186,1.11,949285,1.02,7928,0.44
10/05/2023,4030304,0.7,1457151,0.65,233470,0.74,207356,0.71,32414,1.09,973371,1.05,7814,0.44
10/06/2023,3639729,0.63,1325428,0.59,225040,0.72,193065,0.66,30643,1.03,1000568,1.08,6284,0.35
10/07/2023,2199478,0.66,720734,0.52,105975,0.93,95026,0.62,16919,0.96,842763,0.89,2010,0.44
10/08/2023,2044534,0.83,654443,0.65,98315,1.08,105953,1.01,18471,1.01,896319,1.06,2722,0.72
10/09/2023,2833654,0.49,1023375,0.45,206491,0.66,189567,0.65,21655,0.73,905490,0.98,4576,0.26
10/10/2023,3954925,0.69,1423532,0.63,239967,0.76,220445,0.76,31970,1.07,935467,1.01,8356,0.47
10/11/2023,4056504,0.71,1451764,0.64,236033,0.75,214437,0.74,33382,1.12,950384,1.02,8630,0.48
10/12/2023,4104598,0.71,1436967,0.64,248974,0.79,215285,0.74,32865,1.1,988904,1.07,8255,0.46
10/13/2023,3560964,0.62,1322576,0.59,226873,0.72,193658,0.67,31134,1.05,1002148,1.08,6429,0.36
10/14/2023,2219786,0.67,717223,0.52,110177,0.97,96158,0.63,17155,0.97,873287,0.92,2298,0.5
10/15/2023,2013096,0.82,689581,0.69,102493,1.13,100633,0.96,18455,1,911179,1.08,2148,0.57
10/16/2023,3661144,0.64,1381665,0.61,228147,0.73,203627,0.7,29453,0.99,925864,1,7735,0.43
10/17/2023,4021342,0.7,1439468,0.64,243917,0.78,222110,0.76,31921,1.07,944335,1.02,8354,0.47
10/18/2023,4074460,0.71,1440292,0.64,236072,0.75,213952,0.74,33615,1.13,948559,1.02,8356,0.47
10/19/2023,4121563,0.72,1440111,0.64,234999,0.75,212946,0.73,32909,1.11,986310,1.06,8148,0.46
10/20/2023,3616336,0.63,1232782,0.55,222385,0.71,192383,0.66,29766,1,961759,1.04,6272,0.35
10/21/2023,2438387,0.73,793917,0.57,113139,1,101963,0.67,17530,0.99,907106,0.96,2464,0.54
10/22/2023,1983271,0.81,678536,0.68,98471,1.08,93659,0.89,18954,1.03,928307,1.1,2021,0.54
10/23/2023,3667240,0.64,1375311,0.61,221569,0.7,199199,0.68,29261,0.98,925334,1,7615,0.43
10/24/2023,4040571,0.7,1431006,0.63,241544,0.77,218201,0.75,31757,1.07,932897,1.01,8176,0.46
10/25/2023,4120011,0.72,1443766,0.64,237292,0.75,217420,0.75,32821,1.1,947018,1.02,8368,0.47
10/26/2023,4142420,0.72,1431016,0.63,242021,0.77,215171,0.74,32549,1.09,985290,1.06,8147,0.46
10/27/2023,3853546,0.67,1348576,0.6,229895,0.73,203068,0.7,31164,1.05,1027312,1.11,6705,0.38
10/28/2023,2743759,0.82,874941,0.63,124172,1.09,139276,0.91,20126,1.14,1019478,1.08,2995,0.66
10/29/2023,1834459,0.75,589929,0.59,86843,0.95,80705,0.77,18145,0.99,871500,1.03,1766,0.47
10/30/2023,3623778,0.63,1314380,0.58,225140,0.72,197551,0.68,29075,0.98,893690,0.96,7287,0.41
10/31/2023,4016482,0.7,1334020,0.59,224816,0.72,203952,0.7,30712,1.03,873724,0.94,7789,0.44
11/01/2023,4043524,0.72,1369637,0.63,226067,0.69,208249,0.73,32374,1.04,927384,0.98,8010,0.47
11/02/2023,4082807,0.72,1380510,0.63,231370,0.7,206350,0.72,32242,1.03,953269,1.01,7997,0.47
11/03/2023,3808235,0.68,1307247,0.6,218703,0.67,193581,0.68,31816,1.02,980512,1.04,6755,0.4
11/04/2023,2588115,0.82,832986,0.63,122433,1.06,123922,0.82,19920,1.18,945189,1.04,2582,0.74
11/05/2023,2310457,0.92,614666,0.62,109258,1.16,109891,1.06,16889,0.9,791269,0.96,3407,1.11
11/06/2023,3686141,0.65,1349481,0.62,225898,0.69,198934,0.7,30167,0.97,923453,0.98,7474,0.44
11/07/2023,3655078,0.65,1270763,0.58,238656,0.73,215344,0.75,30843,0.99,891546,0.94,6785,0.4
11/08/2023,4066029,0.72,1401268,0.64,238727,0.73,213738,0.75,33515,1.07,937630,0.99,8306,0.49
11/09/2023,4020939,0.71,1376822,0.63,235844,0.72,210130,0.73,32982,1.06,980310,1.04,7929,0.47
11/10/2023,3611367,1.43,1250528,1.26,224512,2.37,200669,1.93,25506,0.82,974996,1.18,5596,1.82
11/11/2023,2588540,0.82,817146,0.62,122170,1.06,118398,0.78,18654,1.1,939492,1.03,2712,0.78
11/12/2023,1947270,0.77,642431,0.64,99171,1.05,91623,0.88,19187,1.02,891716,1.08,1958,0.64
11/13/2023,3597029,0.64,1320693,0.6,225204,0.69,194691,0.68,30479,0.98,907109,0.96,7353,0.43
11/14/2023,3991767,0.71,1382768,0.63,235487,0.72,214218,0.75,33027,1.06,921728,0.98,8271,0.49
11/15/2023,4036442,0.72,1389217,0.63,235718,0.72,214486,0.75,34166,1.09,941983,1,8322,0.49
11/16/2023,4048862,0.72,1391273,0.64,235070,0.72,207671,0.73,34102,1.09,978274,1.04,8010,0.47
11/17/2023,3741391,0.66,1303240,0.6,227909,0.69,201231,0.7,31496,1.01,999520,1.06,6792,0.4
11/18/2023,2477547,0.78,831053,0.63,124053,1.08,120273,0.8,19452,1.15,946515,1.04,2630,0.76
11/19/2023,1943926,0.77,657965,0.66,100792,1.07,100924,0.97,19835,1.05,867625,1.05,2058,0.67
11/20/2023,3647283,0.65,1300978,0.59,228502,0.7,203599,0.71,30889,0.99,925548,0.98,7426,0.44
11/21/2023,3774952,0.67,1254277,0.57,236079,0.72,213162,0.74,32139,1.03,977248,1.04,7467,0.44
11/22/2023,3378351,0.6,1160847,0.53,254968,0.78,220030,0.77,28409,0.91,985528,1.04,6524,0.38
11/23/2023,1628385,0.65,471662,0.47,116969,1.24,107690,1.03,21741,0.7,898291,1.09,2257,0.74
11/24/2023,2457591,0.97,807221,0.81,215833,2.28,197178,1.89,15381,0.49,818916,0.99,3718,1.21
11/25/2023,2123590,0.67,696466,0.53,124716,1.08,117682,0.78,14245,0.84,866561,0.95,2454,0.71
11/26/2023,1686490,0.67,566395,0.57,101486,1.07,95729,0.92,16900,0.9,864505,1.05,1834,0.6
11/27/2023,3523494,0.63,1253990,0.57,228127,0.69,200017,0.7,29418,0.94,921303,0.98,7294,0.43
11/28/2023,3916476,0.69,1279327,0.58,234794,0.72,216450,0.76,31716,1.02,914381,0.97,7835,0.46
11/29/2023,4032882,0.72,1268990,0.58,234738,0.71,212929,0.74,32809,1.05,915384,0.97,7851,0.46
11/30/2023,4072271,0.72,1340370,0.61,236142,0.72,210592,0.74,32650,1.05,945909,1,7737,0.45
12/01/2023,3723171,0.7,1226677,0.61,185151,0.59,164628,0.59,31284,1.07,947287,1.07,6432,0.41
12/02/2023,2748170,0.83,826725,0.65,126374,0.99,125483,0.8,19675,1.14,903346,1.02,2618,0.53
12/03/2023,1827959,0.72,553618,0.57,87340,0.82,76999,0.72,18450,1.03,778118,0.98,1633,0.48
12/04/2023,3709458,0.69,1312507,0.66,223257,0.71,201080,0.72,30841,1.06,900224,1.02,7559,0.48
12/05/2023,3991835,0.75,1346216,0.67,243329,0.77,224065,0.8,33235,1.14,914419,1.03,7964,0.51
12/06/2023,4116059,0.77,1350594,0.67,230920,0.73,211076,0.76,33502,1.15,936802,1.06,7951,0.51
12/07/2023,4088438,0.77,1314833,0.66,231114,0.73,204586,0.73,32511,1.12,960536,1.08,7424,0.48
12/08/2023,3863961,0.72,1261796,0.63,225208,0.71,198539,0.71,31875,1.09,972091,1.1,6435,0.41
12/09/2023,2922085,0.88,828894,0.65,156237,1.22,147745,0.94,20580,1.19,944411,1.07,3181,0.64
12/10/2023,1838048,0.72,539117,0.55,90884,0.85,82225,0.77,17542,0.98,779314,0.98,1648,0.49
12/11/2023,3642743,0.68,1213923,0.61,219022,0.69,191110,0.69,29271,1,894318,1.01,6949,0.45
12/12/2023,4051574,0.76,1309303,0.65,236348,0.75,219393,0.79,33458,1.15,935591,1.06,7655,0.49
12/13/2023,4067457,0.76,1314167,0.66,238451,0.75,215546,0.77,34323,1.18,959767,1.08,7859,0.5
12/14/2023,4122091,0.77,1296909,0.65,236516,0.75,213415,0.77,33406,1.15,988876,1.12,7414,0.48
12/15/2023,3845234,0.72,1246465,0.62,235800,0.75,208572,0.75,32517,1.12,1011336,1.14,6540,0.42
12/16/2023,2866544,0.86,814457,0.64,149340,1.17,149013,0.95,20483,1.19,972314,1.1,3085,0.62
12/17/2023,1954707,0.77,569005,0.58,96415,0.9,88502,0.82,18445,1.03,809015,1.02,1787,0.53
12/18/2023,3314782,0.62,1082334,0.54,201289,0.64,174850,0.63,28309,0.97,809201,0.91,5381,0.34
12/19/2023,3912934,0.73,1275002,0.64,244031,0.77,213625,0.77,32542,1.12,946648,1.07,7555,0.48
12/20/2023,3838407,0.72,1245547,0.62,236060,0.75,206420,0.74,33205,1.14,964384,1.09,7363,0.47
12/21/2023,3675448,0.69,1200899,0.6,229252,0.73,199411,0.71,31713,1.09,976632,1.1,6860,0.44
12/22/2023,3372318,0.63,1110555,0.55,231036,0.73,206169,0.74,29324,1.01,979372,1.11,5878,0.38
12/23/2023,2244175,0.68,708808,0.56,139904,1.09,130054,0.83,17627,1.02,876791,0.99,2700,0.54
12/24/2023,1657096,0.65,549448,0.56,92540,0.87,77875,0.72,20241,1.14,793031,1,1912,0.56
12/25/2023,1273729,0.5,381879,0.39,80587,0.76,65350,0.61,14750,0.51,748318,0.94,1668,0.49
12/26/2023,2668642,0.5,906670,0.45,219149,0.69,192910,0.69,20706,0.71,867072,0.98,5158,0.33
12/27/2023,2912007,0.55,955890,0.48,220010,0.7,186541,0.67,25945,0.89,881140,0.99,5373,0.34
12/28/2023,3064841,0.57,969231,0.48,218546,0.69,193235,0.69,26462,0.91,887521,1,5395,0.35
12/29/2023,3198885,0.6,1007697,0.5,237781,0.75,210361,0.75,26892,0.92,909062,1.03,5784,0.37
12/30/2023,2440211,0.74,720564,0.57,121688,0.95,121647,0.77,16983,0.99,833538,0.94,2780,0.56
12/31/2023,1934651,0.76,548344,0.56,99817,0.94,89554,0.83,20005,1.12,671873,0.84,2029,0.6
01/01/2024,1648734,0.79,455965,0.5,82811,1,73958,0.82,9165,0.32,730489,1.07,2018,0.74
01/02/2024,3290639,0.64,1091104,0.53,209680,0.69,184978,0.69,25961,0.92,829660,0.95,7107,0.43
01/03/2024,3555082,0.69,1212761,0.59,217373,0.72,194441,0.72,31304,1.11,856822,0.99,7565,0.46
01/04/2024,3560703,0.69,1242971,0.61,212217,0.7,190588,0.71,31233,1.1,867791,1,7450,0.45
01/05/2024,3263064,0.63,1185046,0.58,199441,0.66,173362,0.64,30480,1.08,886766,1.02,5963,0.36
01/06/2024,1942458,0.72,684686,0.57,92741,0.95,82890,0.64,15850,1.09,721283,0.94,2070,0.5
01/07/2024,1472438,0.7,502518,0.55,72971,0.88,57280,0.63,13723,1.02,566397,0.83,1533,0.56
01/08/2024,3303727,0.64,1226783,0.6,208960,0.69,184151,0.68,28890,1.02,844853,0.97,7001,0.43
01/09/2024,3353192,0.65,1135694,0.55,213699,0.71,188888,0.7,30430,1.08,780334,0.9,6944,0.42
01/10/2024,3557166,0.69,1248493,0.61,217461,0.72,191221,0.71,31338,1.11,844710,0.97,7216,0.44
01/11/2024,3688916,0.72,1293940,0.63,229117,0.76,199800,0.74,32790,1.16,921166,1.06,7337,0.45
01/12/2024,3365791,0.65,1228696,0.6,207670,0.69,182896,0.68,31096,1.1,930218,1.07,6286,0.38
01/13/2024,2167383,0.8,755670,0.63,101558,1.04,97439,0.75,17168,1.18,819900,1.07,2210,0.54
01/14/2024,1743556,0.83,588809,0.64,85521,1.03,78197,0.86,18588,1.38,750002,1.1,1745,0.64
01/15/2024,2169917,1.04,783032,0.85,91887,1.11,80498,0.89,16502,0.58,816628,1.2,3017,1.1
