temperature_2m (°C),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),wind_speed_10m (km/h),weather_description,datetime,year_month,day,week,hour
-15.9,0.0,0.0,1.03,2,6.5,Partly Cloudy,2023-01-03 05:00:00,2023-01,3,Tuesday,5
-13.4,0.0,0.0,1.03,2,6.1,Partly Cloudy,2023-01-03 06:00:00,2023-01,3,Tuesday,6
-12.0,0.0,0.0,1.03,3,5.5,Overcast,2023-01-03 07:00:00,2023-01,3,Tuesday,7
-11.9,0.0,0.0,1.03,3,6.0,Overcast,2023-01-03 08:00:00,2023-01,3,Tuesday,8
-11.8,0.0,0.0,1.03,3,6.6,Overcast,2023-01-03 09:00:00,2023-01,3,Tuesday,9
-10.1,0.0,0.07,1.03,71,5.3,Light Snow,2023-01-03 10:00:00,2023-01,3,Tuesday,10
-10.4,0.0,0.14,1.03,71,4.8,Light Snow,2023-01-03 11:00:00,2023-01,3,Tuesday,11
-11.8,0.0,0.21,1.03,73,6.0,Moderate Snow,2023-01-03 12:00:00,2023-01,3,Tuesday,12
-13.4,0.0,0.21,1.04,73,5.6,Moderate Snow,2023-01-03 13:00:00,2023-01,3,Tuesday,13
-14.6,0.0,0.28,1.04,73,7.2,Moderate Snow,2023-01-03 14:00:00,2023-01,3,Tuesday,14
-14.0,0.0,0.35,1.04,73,7.2,Moderate Snow,2023-01-03 15:00:00,2023-01,3,Tuesday,15
-13.5,0.0,0.77,1.05,73,6.2,Moderate Snow,2023-01-03 16:00:00,2023-01,3,Tuesday,16
-12.8,0.0,1.05,1.06,75,5.8,Heavy Snow,2023-01-03 17:00:00,2023-01,3,Tuesday,17
-12.3,0.0,1.19,1.08,75,5.2,Heavy Snow,2023-01-03 18:00:00,2023-01,3,Tuesday,18
-12.0,0.0,1.33,1.11,75,4.9,Heavy Snow,2023-01-03 19:00:00,2023-01,3,Tuesday,19
-11.4,0.0,1.47,1.13,75,5.4,Heavy Snow,2023-01-03 20:00:00,2023-01,3,Tuesday,20
-11.4,0.0,1.68,1.16,75,6.4,Heavy Snow,2023-01-03 21:00:00,2023-01,3,Tuesday,21
-11.9,0.0,2.1,1.19,75,5.4,Heavy Snow,2023-01-03 22:00:00,2023-01,3,Tuesday,22
-12.2,0.0,2.31,1.23,75,5.2,Heavy Snow,2023-01-03 23:00:00,2023-01,3,Tuesday,23
-13.1,0.0,2.17,1.26,75,8.5,Heavy Snow,2023-01-04 00:00:00,2023-01,4,Wednesday,0
-12.1,0.0,1.68,1.29,75,6.6,Heavy Snow,2023-01-04 01:00:00,2023-01,4,Wednesday,1
-11.8,0.0,0.98,1.32,75,8.9,Heavy Snow,2023-01-04 02:00:00,2023-01,4,Wednesday,2
-11.5,0.0,0.63,1.34,73,9.6,Moderate Snow,2023-01-04 03:00:00,2023-01,4,Wednesday,3
-11.3,0.1,0.56,1.35,73,9.2,Moderate Snow,2023-01-04 04:00:00,2023-01,4,Wednesday,4
-11.1,0.0,0.63,1.37,73,8.4,Moderate Snow,2023-01-04 05:00:00,2023-01,4,Wednesday,5
-10.7,0.0,0.7,1.38,73,6.6,Moderate Snow,2023-01-04 06:00:00,2023-01,4,Wednesday,6
-10.2,0.0,0.84,1.39,75,7.2,Heavy Snow,2023-01-04 07:00:00,2023-01,4,Wednesday,7
-10.2,0.0,0.98,1.39,75,6.4,Heavy Snow,2023-01-04 08:00:00,2023-01,4,Wednesday,8
-10.0,0.0,0.91,1.4,75,4.6,Heavy Snow,2023-01-04 09:00:00,2023-01,4,Wednesday,9
-10.3,0.0,0.77,1.41,73,4.6,Moderate Snow,2023-01-04 10:00:00,2023-01,4,Wednesday,10
-10.6,0.0,0.56,1.41,73,5.2,Moderate Snow,2023-01-04 11:00:00,2023-01,4,Wednesday,11
-10.9,0.0,0.28,1.42,73,6.1,Moderate Snow,2023-01-04 12:00:00,2023-01,4,Wednesday,12
-10.9,0.0,0.14,1.42,71,6.7,Light Snow,2023-01-04 13:00:00,2023-01,4,Wednesday,13
-11.0,0.0,0.14,1.42,71,6.6,Light Snow,2023-01-04 14:00:00,2023-01,4,Wednesday,14
-10.9,0.0,0.14,1.42,71,6.6,Light Snow,2023-01-04 15:00:00,2023-01,4,Wednesday,15
-10.6,0.0,0.07,1.42,71,6.6,Light Snow,2023-01-04 16:00:00,2023-01,4,Wednesday,16
-13.2,0.0,0.0,1.42,1,7.0,Mainly Clear,2023-01-04 17:00:00,2023-01,4,Wednesday,17
-14.1,0.0,0.0,1.42,0,7.7,Fair,2023-01-04 18:00:00,2023-01,4,Wednesday,18
-14.1,0.0,0.0,1.42,0,7.4,Fair,2023-01-04 19:00:00,2023-01,4,Wednesday,19
-14.1,0.0,0.0,1.41,0,7.2,Fair,2023-01-04 20:00:00,2023-01,4,Wednesday,20
-14.3,0.0,0.0,1.41,0,6.8,Fair,2023-01-04 21:00:00,2023-01,4,Wednesday,21
-14.6,0.0,0.0,1.41,0,6.3,Fair,2023-01-04 22:00:00,2023-01,4,Wednesday,22
-15.7,0.0,0.0,1.41,1,6.6,Mainly Clear,2023-01-04 23:00:00,2023-01,4,Wednesday,23
-18.1,0.0,0.0,1.41,1,8.0,Mainly Clear,2023-01-05 00:00:00,2023-01,5,Thursday,0
-19.5,0.0,0.0,1.4,1,8.2,Mainly Clear,2023-01-05 01:00:00,2023-01,5,Thursday,1
-19.9,0.0,0.0,1.4,1,8.9,Mainly Clear,2023-01-05 02:00:00,2023-01,5,Thursday,2
-19.7,0.0,0.0,1.4,0,8.6,Fair,2023-01-05 03:00:00,2023-01,5,Thursday,3
-16.7,0.0,0.0,1.4,0,7.4,Fair,2023-01-05 04:00:00,2023-01,5,Thursday,4
-11.8,0.0,0.0,1.4,0,8.3,Fair,2023-01-05 05:00:00,2023-01,5,Thursday,5
-8.5,0.0,0.0,1.4,0,10.0,Fair,2023-01-05 06:00:00,2023-01,5,Thursday,6
-5.4,0.0,0.0,1.4,0,7.8,Fair,2023-01-05 07:00:00,2023-01,5,Thursday,7
-2.7,0.0,0.0,1.39,0,7.1,Fair,2023-01-05 08:00:00,2023-01,5,Thursday,8
-0.5,0.0,0.0,1.39,0,8.4,Fair,2023-01-05 09:00:00,2023-01,5,Thursday,9
-4.2,0.0,0.0,1.39,0,8.9,Fair,2023-01-05 10:00:00,2023-01,5,Thursday,10
-8.3,0.0,0.0,1.39,0,9.7,Fair,2023-01-05 11:00:00,2023-01,5,Thursday,11
-7.3,0.0,0.0,1.39,0,10.7,Fair,2023-01-05 12:00:00,2023-01,5,Thursday,12
-13.6,0.0,0.0,1.39,0,10.2,Fair,2023-01-05 13:00:00,2023-01,5,Thursday,13
-14.1,0.0,0.0,1.38,0,8.3,Fair,2023-01-05 14:00:00,2023-01,5,Thursday,14
-14.1,0.0,0.0,1.38,2,6.2,Partly Cloudy,2023-01-05 15:00:00,2023-01,5,Thursday,15
-14.5,0.0,0.0,1.38,0,6.8,Fair,2023-01-05 16:00:00,2023-01,5,Thursday,16
-15.2,0.0,0.0,1.38,2,6.8,Partly Cloudy,2023-01-05 17:00:00,2023-01,5,Thursday,17
-15.2,0.0,0.0,1.38,3,6.8,Overcast,2023-01-05 18:00:00,2023-01,5,Thursday,18
-13.4,0.0,0.0,1.38,3,7.8,Overcast,2023-01-05 19:00:00,2023-01,5,Thursday,19
-12.8,0.0,0.0,1.38,3,7.1,Overcast,2023-01-05 20:00:00,2023-01,5,Thursday,20
-13.3,0.0,0.0,1.38,3,6.8,Overcast,2023-01-05 21:00:00,2023-01,5,Thursday,21
-13.6,0.0,0.0,1.37,3,6.6,Overcast,2023-01-05 22:00:00,2023-01,5,Thursday,22
-13.6,0.0,0.0,1.37,3,6.5,Overcast,2023-01-05 23:00:00,2023-01,5,Thursday,23
-15.6,0.0,0.0,1.37,3,8.8,Overcast,2023-01-06 00:00:00,2023-01,6,Friday,0
-14.1,0.0,0.0,1.37,3,6.4,Overcast,2023-01-06 01:00:00,2023-01,6,Friday,1
-13.8,0.0,0.0,1.37,3,6.4,Overcast,2023-01-06 02:00:00,2023-01,6,Friday,2
-13.6,0.0,0.0,1.37,3,5.7,Overcast,2023-01-06 03:00:00,2023-01,6,Friday,3
-12.2,0.0,0.0,1.37,3,4.6,Overcast,2023-01-06 04:00:00,2023-01,6,Friday,4
-10.5,0.0,0.0,1.37,3,2.6,Overcast,2023-01-06 05:00:00,2023-01,6,Friday,5
-8.4,0.0,0.0,1.36,3,2.6,Overcast,2023-01-06 06:00:00,2023-01,6,Friday,6
-3.3,0.0,0.0,1.36,3,0.5,Overcast,2023-01-06 07:00:00,2023-01,6,Friday,7
-3.2,0.0,0.0,1.36,3,3.4,Overcast,2023-01-06 08:00:00,2023-01,6,Friday,8
-3.5,0.0,0.0,1.36,3,2.4,Overcast,2023-01-06 09:00:00,2023-01,6,Friday,9
-4.1,0.0,0.0,1.36,3,1.3,Overcast,2023-01-06 10:00:00,2023-01,6,Friday,10
-4.6,0.0,0.0,1.36,3,3.0,Overcast,2023-01-06 11:00:00,2023-01,6,Friday,11
-4.9,0.0,0.0,1.36,2,1.8,Partly Cloudy,2023-01-06 12:00:00,2023-01,6,Friday,12
-5.7,0.0,0.0,1.35,2,2.5,Partly Cloudy,2023-01-06 13:00:00,2023-01,6,Friday,13
-8.0,0.0,0.0,1.35,2,4.7,Partly Cloudy,2023-01-06 14:00:00,2023-01,6,Friday,14
-11.3,0.0,0.0,1.35,2,4.0,Partly Cloudy,2023-01-06 15:00:00,2023-01,6,Friday,15
-13.7,0.0,0.0,1.35,1,4.0,Mainly Clear,2023-01-06 16:00:00,2023-01,6,Friday,16
-14.3,0.0,0.0,1.35,1,4.1,Mainly Clear,2023-01-06 17:00:00,2023-01,6,Friday,17
-15.3,0.0,0.0,1.35,1,4.1,Mainly Clear,2023-01-06 18:00:00,2023-01,6,Friday,18
-16.0,0.0,0.0,1.35,1,4.1,Mainly Clear,2023-01-06 19:00:00,2023-01,6,Friday,19
-16.6,0.0,0.0,1.34,0,4.1,Fair,2023-01-06 20:00:00,2023-01,6,Friday,20
-17.2,0.0,0.0,1.34,0,4.5,Fair,2023-01-06 21:00:00,2023-01,6,Friday,21
-17.3,0.0,0.0,1.34,0,4.1,Fair,2023-01-06 22:00:00,2023-01,6,Friday,22
-17.1,0.0,0.0,1.34,1,3.8,Mainly Clear,2023-01-06 23:00:00,2023-01,6,Friday,23
-17.5,0.0,0.0,1.34,3,3.8,Overcast,2023-01-07 00:00:00,2023-01,7,Saturday,0
-15.5,0.0,0.0,1.34,3,4.1,Overcast,2023-01-07 01:00:00,2023-01,7,Saturday,1
-14.2,0.0,0.0,1.34,3,4.1,Overcast,2023-01-07 02:00:00,2023-01,7,Saturday,2
-12.9,0.0,0.07,1.34,71,4.2,Light Snow,2023-01-07 03:00:00,2023-01,7,Saturday,3
-11.9,0.0,0.14,1.34,71,4.6,Light Snow,2023-01-07 04:00:00,2023-01,7,Saturday,4
-9.8,0.1,0.07,1.33,71,4.6,Light Snow,2023-01-07 05:00:00,2023-01,7,Saturday,5
-8.3,0.0,0.0,1.33,1,9.0,Mainly Clear,2023-01-07 06:00:00,2023-01,7,Saturday,6
-5.5,0.0,0.0,1.33,1,6.6,Mainly Clear,2023-01-07 07:00:00,2023-01,7,Saturday,7
-5.3,0.0,0.0,1.33,1,7.1,Mainly Clear,2023-01-07 08:00:00,2023-01,7,Saturday,8
-4.4,0.0,0.0,1.33,2,6.6,Partly Cloudy,2023-01-07 09:00:00,2023-01,7,Saturday,9
-2.8,0.0,0.0,1.33,1,6.5,Mainly Clear,2023-01-07 10:00:00,2023-01,7,Saturday,10
-6.5,0.0,0.0,1.33,1,7.9,Mainly Clear,2023-01-07 11:00:00,2023-01,7,Saturday,11
-9.0,0.0,0.0,1.33,1,10.4,Mainly Clear,2023-01-07 12:00:00,2023-01,7,Saturday,12
-10.9,0.0,0.0,1.32,1,6.9,Mainly Clear,2023-01-07 13:00:00,2023-01,7,Saturday,13
-11.9,0.0,0.0,1.32,1,5.9,Mainly Clear,2023-01-07 14:00:00,2023-01,7,Saturday,14
-12.8,0.0,0.0,1.32,0,6.7,Fair,2023-01-07 15:00:00,2023-01,7,Saturday,15
-13.8,0.0,0.0,1.32,1,6.4,Mainly Clear,2023-01-07 16:00:00,2023-01,7,Saturday,16
-14.2,0.0,0.0,1.32,1,6.0,Mainly Clear,2023-01-07 17:00:00,2023-01,7,Saturday,17
-15.2,0.0,0.0,1.32,0,5.2,Fair,2023-01-07 18:00:00,2023-01,7,Saturday,18
-16.4,0.0,0.0,1.32,1,6.6,Mainly Clear,2023-01-07 19:00:00,2023-01,7,Saturday,19
-16.1,0.0,0.0,1.32,2,7.1,Partly Cloudy,2023-01-07 20:00:00,2023-01,7,Saturday,20
-14.9,0.0,0.0,1.32,2,6.6,Partly Cloudy,2023-01-07 21:00:00,2023-01,7,Saturday,21
-13.9,0.0,0.0,1.32,3,6.2,Overcast,2023-01-07 22:00:00,2023-01,7,Saturday,22
-12.8,0.0,0.0,1.32,3,5.4,Overcast,2023-01-07 23:00:00,2023-01,7,Saturday,23
-14.1,0.0,0.0,1.31,2,5.2,Partly Cloudy,2023-01-08 00:00:00,2023-01,8,Sunday,0
-14.9,0.0,0.0,1.31,1,4.5,Mainly Clear,2023-01-08 01:00:00,2023-01,8,Sunday,1
-15.6,0.0,0.0,1.31,1,5.2,Mainly Clear,2023-01-08 02:00:00,2023-01,8,Sunday,2
-16.3,0.0,0.0,1.31,0,6.4,Fair,2023-01-08 03:00:00,2023-01,8,Sunday,3
-14.6,0.0,0.0,1.31,0,6.5,Fair,2023-01-08 04:00:00,2023-01,8,Sunday,4
-10.7,0.0,0.0,1.31,0,7.4,Fair,2023-01-08 05:00:00,2023-01,8,Sunday,5
-6.0,0.0,0.0,1.31,2,7.3,Partly Cloudy,2023-01-08 06:00:00,2023-01,8,Sunday,6
-1.5,0.0,0.0,1.31,3,2.6,Overcast,2023-01-08 07:00:00,2023-01,8,Sunday,7
-1.4,0.0,0.0,1.3,3,1.8,Overcast,2023-01-08 08:00:00,2023-01,8,Sunday,8
-1.8,0.0,0.0,1.3,3,3.3,Overcast,2023-01-08 09:00:00,2023-01,8,Sunday,9
-2.6,0.0,0.0,1.3,3,3.4,Overcast,2023-01-08 10:00:00,2023-01,8,Sunday,10
-3.1,0.0,0.0,1.3,3,2.2,Overcast,2023-01-08 11:00:00,2023-01,8,Sunday,11
-3.9,0.0,0.0,1.3,3,3.6,Overcast,2023-01-08 12:00:00,2023-01,8,Sunday,12
-4.5,0.0,0.0,1.3,3,1.3,Overcast,2023-01-08 13:00:00,2023-01,8,Sunday,13
-5.0,0.0,0.0,1.3,3,2.2,Overcast,2023-01-08 14:00:00,2023-01,8,Sunday,14
-5.6,0.0,0.07,1.3,71,2.9,Light Snow,2023-01-08 15:00:00,2023-01,8,Sunday,15
-6.0,0.0,0.0,1.29,3,0.7,Overcast,2023-01-08 16:00:00,2023-01,8,Sunday,16
-6.3,0.0,0.0,1.29,3,0.7,Overcast,2023-01-08 17:00:00,2023-01,8,Sunday,17
-6.7,0.0,0.0,1.29,3,1.1,Overcast,2023-01-08 18:00:00,2023-01,8,Sunday,18
-7.2,0.0,0.0,1.29,3,0.4,Overcast,2023-01-08 19:00:00,2023-01,8,Sunday,19
-7.7,0.0,0.07,1.29,71,1.1,Light Snow,2023-01-08 20:00:00,2023-01,8,Sunday,20
-8.0,0.0,0.07,1.3,71,2.2,Light Snow,2023-01-08 21:00:00,2023-01,8,Sunday,21
-8.2,0.0,0.0,1.3,3,1.1,Overcast,2023-01-08 22:00:00,2023-01,8,Sunday,22
-7.8,0.0,0.0,1.3,3,1.3,Overcast,2023-01-08 23:00:00,2023-01,8,Sunday,23
-8.7,0.0,0.07,1.3,71,2.1,Light Snow,2023-01-09 00:00:00,2023-01,9,Monday,0
-10.0,0.0,0.42,1.3,73,2.7,Moderate Snow,2023-01-09 01:00:00,2023-01,9,Monday,1
-10.4,0.0,0.42,1.3,73,4.9,Moderate Snow,2023-01-09 02:00:00,2023-01,9,Monday,2
-10.2,0.0,0.28,1.3,73,5.4,Moderate Snow,2023-01-09 03:00:00,2023-01,9,Monday,3
-9.6,0.0,0.28,1.3,73,5.1,Moderate Snow,2023-01-09 04:00:00,2023-01,9,Monday,4
-8.9,0.0,0.21,1.3,73,4.6,Moderate Snow,2023-01-09 05:00:00,2023-01,9,Monday,5
-7.3,0.0,0.21,1.3,73,3.2,Moderate Snow,2023-01-09 06:00:00,2023-01,9,Monday,6
-7.0,0.0,0.14,1.3,71,3.6,Light Snow,2023-01-09 07:00:00,2023-01,9,Monday,7
-6.2,0.0,0.07,1.3,71,3.1,Light Snow,2023-01-09 08:00:00,2023-01,9,Monday,8
-6.4,0.0,0.0,1.3,3,3.6,Overcast,2023-01-09 09:00:00,2023-01,9,Monday,9
-4.8,0.0,0.0,1.3,2,2.5,Partly Cloudy,2023-01-09 10:00:00,2023-01,9,Monday,10
-5.6,0.0,0.0,1.3,1,0.7,Mainly Clear,2023-01-09 11:00:00,2023-01,9,Monday,11
-6.5,0.0,0.0,1.3,1,2.2,Mainly Clear,2023-01-09 12:00:00,2023-01,9,Monday,12
-9.2,0.0,0.0,1.29,0,4.3,Fair,2023-01-09 13:00:00,2023-01,9,Monday,13
-14.0,0.0,0.0,1.29,0,5.9,Fair,2023-01-09 14:00:00,2023-01,9,Monday,14
-14.5,0.0,0.0,1.29,1,3.8,Mainly Clear,2023-01-09 15:00:00,2023-01,9,Monday,15
-15.4,0.0,0.0,1.29,3,4.5,Overcast,2023-01-09 16:00:00,2023-01,9,Monday,16
-16.4,0.0,0.0,1.29,3,5.2,Overcast,2023-01-09 17:00:00,2023-01,9,Monday,17
-16.9,0.0,0.0,1.29,3,5.5,Overcast,2023-01-09 18:00:00,2023-01,9,Monday,18
-17.3,0.0,0.0,1.29,3,5.9,Overcast,2023-01-09 19:00:00,2023-01,9,Monday,19
-17.6,0.0,0.0,1.29,3,5.5,Overcast,2023-01-09 20:00:00,2023-01,9,Monday,20
-17.9,0.0,0.0,1.29,3,5.9,Overcast,2023-01-09 21:00:00,2023-01,9,Monday,21
-18.2,0.0,0.0,1.28,3,6.4,Overcast,2023-01-09 22:00:00,2023-01,9,Monday,22
-18.4,0.0,0.0,1.28,2,6.4,Partly Cloudy,2023-01-09 23:00:00,2023-01,9,Monday,23
-18.0,0.0,0.0,1.28,3,6.6,Overcast,2023-01-10 00:00:00,2023-01,10,Tuesday,0
-18.4,0.0,0.0,1.28,3,6.4,Overcast,2023-01-10 01:00:00,2023-01,10,Tuesday,1
-17.9,0.0,0.0,1.28,3,6.2,Overcast,2023-01-10 02:00:00,2023-01,10,Tuesday,2
-16.8,0.0,0.0,1.28,3,6.0,Overcast,2023-01-10 03:00:00,2023-01,10,Tuesday,3
-14.0,0.0,0.0,1.28,3,5.8,Overcast,2023-01-10 04:00:00,2023-01,10,Tuesday,4
-10.9,0.0,0.0,1.28,3,5.6,Overcast,2023-01-10 05:00:00,2023-01,10,Tuesday,5
-8.7,0.0,0.0,1.28,2,6.8,Partly Cloudy,2023-01-10 06:00:00,2023-01,10,Tuesday,6
-7.5,0.0,0.0,1.28,2,5.1,Partly Cloudy,2023-01-10 07:00:00,2023-01,10,Tuesday,7
-9.3,0.0,0.0,1.27,3,8.3,Overcast,2023-01-10 08:00:00,2023-01,10,Tuesday,8
-10.7,0.0,0.07,1.28,71,7.4,Light Snow,2023-01-10 09:00:00,2023-01,10,Tuesday,9
-11.3,0.0,0.07,1.28,71,3.8,Light Snow,2023-01-10 10:00:00,2023-01,10,Tuesday,10
-11.4,0.0,0.07,1.28,71,2.9,Light Snow,2023-01-10 11:00:00,2023-01,10,Tuesday,11
-12.2,0.0,0.14,1.28,71,5.9,Light Snow,2023-01-10 12:00:00,2023-01,10,Tuesday,12
-11.9,0.0,0.28,1.29,73,4.0,Moderate Snow,2023-01-10 13:00:00,2023-01,10,Tuesday,13
-11.6,0.0,0.28,1.3,73,5.0,Moderate Snow,2023-01-10 14:00:00,2023-01,10,Tuesday,14
-11.8,0.0,0.35,1.31,73,6.5,Moderate Snow,2023-01-10 15:00:00,2023-01,10,Tuesday,15
-12.2,0.0,0.35,1.31,73,6.9,Moderate Snow,2023-01-10 16:00:00,2023-01,10,Tuesday,16
-12.6,0.0,0.21,1.32,73,6.2,Moderate Snow,2023-01-10 17:00:00,2023-01,10,Tuesday,17
-12.8,0.0,0.14,1.33,71,6.1,Light Snow,2023-01-10 18:00:00,2023-01,10,Tuesday,18
-13.1,0.0,0.21,1.33,73,6.2,Moderate Snow,2023-01-10 19:00:00,2023-01,10,Tuesday,19
-13.3,0.0,0.28,1.33,73,6.7,Moderate Snow,2023-01-10 20:00:00,2023-01,10,Tuesday,20
-13.7,0.0,0.28,1.34,73,7.6,Moderate Snow,2023-01-10 21:00:00,2023-01,10,Tuesday,21
-14.2,0.0,0.35,1.34,73,8.6,Moderate Snow,2023-01-10 22:00:00,2023-01,10,Tuesday,22
-14.9,0.0,0.35,1.35,73,8.7,Moderate Snow,2023-01-10 23:00:00,2023-01,10,Tuesday,23
-15.5,0.0,0.28,1.36,73,8.4,Moderate Snow,2023-01-11 00:00:00,2023-01,11,Wednesday,0
-16.2,0.0,0.28,1.36,73,8.4,Moderate Snow,2023-01-11 01:00:00,2023-01,11,Wednesday,1
-16.7,0.0,0.21,1.37,73,8.4,Moderate Snow,2023-01-11 02:00:00,2023-01,11,Wednesday,2
-17.1,0.0,0.21,1.37,73,8.4,Moderate Snow,2023-01-11 03:00:00,2023-01,11,Wednesday,3
-17.2,0.0,0.21,1.38,73,9.0,Moderate Snow,2023-01-11 04:00:00,2023-01,11,Wednesday,4
-17.3,0.0,0.14,1.38,71,9.8,Light Snow,2023-01-11 05:00:00,2023-01,11,Wednesday,5
-17.3,0.0,0.14,1.38,71,10.5,Light Snow,2023-01-11 06:00:00,2023-01,11,Wednesday,6
-17.6,0.0,0.14,1.39,71,11.9,Light Snow,2023-01-11 07:00:00,2023-01,11,Wednesday,7
-18.3,0.0,0.14,1.39,71,12.3,Light Snow,2023-01-11 08:00:00,2023-01,11,Wednesday,8
-19.0,0.0,0.14,1.39,71,12.3,Light Snow,2023-01-11 09:00:00,2023-01,11,Wednesday,9
-19.6,0.1,0.14,1.4,71,11.6,Light Snow,2023-01-11 10:00:00,2023-01,11,Wednesday,10
-20.3,0.0,0.14,1.4,71,10.9,Light Snow,2023-01-11 11:00:00,2023-01,11,Wednesday,11
-21.2,0.0,0.14,1.4,71,9.2,Light Snow,2023-01-11 12:00:00,2023-01,11,Wednesday,12
-21.9,0.0,0.14,1.41,71,7.8,Light Snow,2023-01-11 13:00:00,2023-01,11,Wednesday,13
-22.3,0.0,0.14,1.41,71,7.3,Light Snow,2023-01-11 14:00:00,2023-01,11,Wednesday,14
-22.7,0.0,0.07,1.41,71,6.5,Light Snow,2023-01-11 15:00:00,2023-01,11,Wednesday,15
-23.2,0.0,0.07,1.41,71,6.5,Light Snow,2023-01-11 16:00:00,2023-01,11,Wednesday,16
-23.8,0.0,0.07,1.41,71,5.2,Light Snow,2023-01-11 17:00:00,2023-01,11,Wednesday,17
-24.2,0.0,0.07,1.41,71,3.5,Light Snow,2023-01-11 18:00:00,2023-01,11,Wednesday,18
-25.4,0.0,0.07,1.41,71,3.6,Light Snow,2023-01-11 19:00:00,2023-01,11,Wednesday,19
-25.7,0.0,0.07,1.41,71,4.0,Light Snow,2023-01-11 20:00:00,2023-01,11,Wednesday,20
-25.0,0.0,0.0,1.41,3,3.0,Overcast,2023-01-11 21:00:00,2023-01,11,Wednesday,21
-25.2,0.0,0.0,1.41,3,2.3,Overcast,2023-01-11 22:00:00,2023-01,11,Wednesday,22
-25.5,0.0,0.0,1.41,3,1.8,Overcast,2023-01-11 23:00:00,2023-01,11,Wednesday,23
-25.5,0.0,0.0,1.4,3,4.0,Overcast,2023-01-12 00:00:00,2023-01,12,Thursday,0
-25.6,0.0,0.0,1.4,3,3.2,Overcast,2023-01-12 01:00:00,2023-01,12,Thursday,1
-26.0,0.0,0.0,1.4,3,2.8,Overcast,2023-01-12 02:00:00,2023-01,12,Thursday,2
-26.3,0.0,0.0,1.4,2,2.6,Partly Cloudy,2023-01-12 03:00:00,2023-01,12,Thursday,3
-24.7,0.0,0.0,1.4,1,2.3,Mainly Clear,2023-01-12 04:00:00,2023-01,12,Thursday,4
-23.5,0.0,0.0,1.4,0,1.5,Fair,2023-01-12 05:00:00,2023-01,12,Thursday,5
-23.8,0.0,0.0,1.4,1,3.1,Mainly Clear,2023-01-12 06:00:00,2023-01,12,Thursday,6
-22.6,0.0,0.0,1.4,0,3.1,Fair,2023-01-12 07:00:00,2023-01,12,Thursday,7
-22.5,0.0,0.0,1.4,0,2.8,Fair,2023-01-12 08:00:00,2023-01,12,Thursday,8
-23.1,0.0,0.0,1.4,0,4.0,Fair,2023-01-12 09:00:00,2023-01,12,Thursday,9
-24.0,0.0,0.0,1.4,0,5.0,Fair,2023-01-12 10:00:00,2023-01,12,Thursday,10
-22.3,0.0,0.0,1.4,0,5.0,Fair,2023-01-12 11:00:00,2023-01,12,Thursday,11
-23.6,0.0,0.0,1.4,0,5.1,Fair,2023-01-12 12:00:00,2023-01,12,Thursday,12
-24.4,0.0,0.0,1.39,0,4.6,Fair,2023-01-12 13:00:00,2023-01,12,Thursday,13
-26.2,0.0,0.0,1.39,0,5.4,Fair,2023-01-12 14:00:00,2023-01,12,Thursday,14
-29.3,0.0,0.0,1.39,0,6.1,Fair,2023-01-12 15:00:00,2023-01,12,Thursday,15
-31.0,0.0,0.0,1.39,0,6.5,Fair,2023-01-12 16:00:00,2023-01,12,Thursday,16
-31.2,0.0,0.0,1.39,2,5.8,Partly Cloudy,2023-01-12 17:00:00,2023-01,12,Thursday,17
-31.0,0.0,0.0,1.39,1,5.1,Mainly Clear,2023-01-12 18:00:00,2023-01,12,Thursday,18
-31.3,0.0,0.0,1.39,1,5.1,Mainly Clear,2023-01-12 19:00:00,2023-01,12,Thursday,19
-31.2,0.0,0.0,1.39,2,5.8,Partly Cloudy,2023-01-12 20:00:00,2023-01,12,Thursday,20
-30.8,0.0,0.0,1.39,1,6.5,Mainly Clear,2023-01-12 21:00:00,2023-01,12,Thursday,21
-30.2,0.0,0.0,1.39,2,6.6,Partly Cloudy,2023-01-12 22:00:00,2023-01,12,Thursday,22
-29.5,0.0,0.0,1.39,2,6.6,Partly Cloudy,2023-01-12 23:00:00,2023-01,12,Thursday,23
-29.6,0.0,0.0,1.39,2,12.0,Partly Cloudy,2023-01-13 00:00:00,2023-01,13,Friday,0
-28.0,0.0,0.0,1.39,2,6.3,Partly Cloudy,2023-01-13 01:00:00,2023-01,13,Friday,1
-27.7,0.0,0.0,1.39,2,6.3,Partly Cloudy,2023-01-13 02:00:00,2023-01,13,Friday,2
-27.2,0.0,0.0,1.39,2,6.6,Partly Cloudy,2023-01-13 03:00:00,2023-01,13,Friday,3
-25.6,0.0,0.0,1.39,2,6.9,Partly Cloudy,2023-01-13 04:00:00,2023-01,13,Friday,4
-23.4,0.0,0.0,1.39,2,6.2,Partly Cloudy,2023-01-13 05:00:00,2023-01,13,Friday,5
-20.9,0.0,0.0,1.39,2,5.5,Partly Cloudy,2023-01-13 06:00:00,2023-01,13,Friday,6
-18.9,0.0,0.0,1.39,2,4.9,Partly Cloudy,2023-01-13 07:00:00,2023-01,13,Friday,7
-18.9,0.0,0.0,1.39,2,5.6,Partly Cloudy,2023-01-13 08:00:00,2023-01,13,Friday,8
-19.6,0.0,0.0,1.39,2,6.8,Partly Cloudy,2023-01-13 09:00:00,2023-01,13,Friday,9
-20.6,0.0,0.0,1.38,2,7.9,Partly Cloudy,2023-01-13 10:00:00,2023-01,13,Friday,10
